Text,Date_with_affect,Date,Price,Open,High,Low,Change
"We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!",2017-04-28,2017-04-28,99.05,99.17,99.25,98.72,-0.03
"North Korea disrespected the wishes of China and its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",2017-04-29,2017-05-01,99.08,98.93,99.21,98.89,0.03
".@LouDobbs just stated that ""President Trump's successes are unmatched in recent presidential history"" Thank you Lou!",2017-04-29,2017-05-01,99.08,98.93,99.21,98.89,0.03
"Looking forward to RALLY in the Great State of Pennsylvania tonight at 7:30. Big crowd, big energy!",2017-04-29,2017-05-01,99.08,98.93,99.21,98.89,0.03
"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders and great optimism!",2017-04-29,2017-05-01,99.08,98.93,99.21,98.89,0.03
"RT @charliekirk11: 100 days ago a new message, leader, and movement took the Oval Office! A government FOR the people BY the people. This is...",2017-04-29,2017-05-01,99.08,98.93,99.21,98.89,0.03
Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!,2017-04-30,2017-05-01,99.08,98.93,99.21,98.89,0.03
"The Democrats, without a leader, have become the party of obstruction.They are only interested in themselves and not in what's best for U.S.",2017-04-30,2017-05-01,99.08,98.93,99.21,98.89,0.03
You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New healthcare plan is on its way. Will have much lower premiums and deductibles while at the same time taking care of pre-existing conditions!,2017-04-30,2017-05-01,99.08,98.93,99.21,98.89,0.03
This month we celebrate the contributions of Asian Americans and Pacific Islanders that enrich our Nation. ,2017-05-01,2017-05-01,99.08,98.93,99.21,98.89,0.03
#ICYMI- On Saturday I signed two EO's to help keep jobs and wealth in our country.EO1: EO2: ,2017-05-01,2017-05-01,99.08,98.93,99.21,98.89,0.03
"The reason for the plan negotiated between the Republicans and Democrats is that we need 60 votes in the Senate which are not there! We either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good ""shutdown"" in September to fix mess!",2017-05-02,2017-05-02,98.98,99.07,99.22,98.92,-0.1
"President Andrew Jackson, who died 16 years before the Civil War started, saw it coming and was angry. Would never have let it happen!",2017-05-02,2017-05-02,98.98,99.07,99.22,98.92,-0.1
FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony Trump/Russia story was an excuse used by the Democrats as justification for losing the election. Perhaps Trump just ran a great campaign?,2017-05-03,2017-05-03,99.21,98.92,99.39,98.89,0.23
It was an honor to stop by a #SchoolChoice event hosted by @VP Pence and @usedgov Secretary @BetsyDeVosED at the @WhiteHouse today. ,2017-05-03,2017-05-03,99.21,98.92,99.39,98.89,0.23
"Susan Rice, the former National Security Advisor to President Obama, is refusing to testify before a Senate Subcommittee next week on allegations of unmasking Trump transition officials. Not good!",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"RT @foxandfriends: President Trump to sign an executive order on religious liberty today, the National Day of Prayer | @kevincorke ",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"Death spiral!'Aetna will exit Obamacare markets in VA in 2018, citing expected losses on INDV plans this year'",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"Beautiful evening with Religious Leaders here at the WH last night. Join us now for a #NationalDayofPrayer, LIVE: ",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"I am watching the Democrats trying to defend the ""you can keep you doctor, you can keep your plan and premiums will go down"" ObamaCare lie.""",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
Insurance companies are fleeing ObamaCare - it is dead. Our healthcare plan will lower premiums and deductibles - and be great healthcare!,2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"If victorious, Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!",2017-05-04,2017-05-04,98.8,99.35,99.46,98.71,-0.41
"Rather than causing a big disruption in N.Y.C., I will be working out of my home in Bedminster, N.J. this weekend. Also saves country money!",2017-05-05,2017-05-05,98.65,98.77,98.97,98.54,-0.15
Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great.,2017-05-05,2017-05-05,98.65,98.77,98.97,98.54,-0.15
"Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2, we will have truly great healthcare!",2017-05-05,2017-05-05,98.65,98.77,98.97,98.54,-0.15
It was a GREAT day for the United States of America! This is a great plan that is a repeal and replace of ObamaCare. Make no mistake about it. ,2017-05-05,2017-05-05,98.65,98.77,98.97,98.54,-0.15
"An honor to welcome PM of Australia, @TurnbullMalcolm to America and join him in marking the 75th Anniversary of the Battle of the Coral Sea. ",2017-05-05,2017-05-05,98.65,98.77,98.97,98.54,-0.15
"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",2017-05-06,2017-05-08,99.06,98.79,99.19,98.6,0.42
Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!,2017-05-06,2017-05-08,99.06,98.79,99.19,98.6,0.42
Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!,2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
RT @brunelldonald: I thought about jobs that went overseas failing schools open borders not my skin color when I voted @realDonaldTrump! I...,2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!,2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
When will the Fake Media ask about the Dems dealings with Russia and why the DNC wouldn't allow the FBI to check their server or investigate?,2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
"The reason I am staying in Bedminster, N. J., a beautiful community, is that staying in NYC is much more expensive and disruptive. Meetings!",2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
"RT @FoxNews: .@POTUS: ""I'm not against the media. I'm against the FAKE media."" #CashinIn ",2017-05-07,2017-05-08,99.06,98.79,99.19,98.6,0.42
Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.,2017-05-08,2017-05-08,99.06,98.79,99.19,98.6,0.42
"RT @IsraeliPM: PM Benjamin Netanyahu at weekly Cabinet meeting:In two weeks, Israel will host @POTUS Trump on his first trip as President...",2017-05-08,2017-05-08,99.06,98.79,99.19,98.6,0.42
General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,2017-05-08,2017-05-08,99.06,98.79,99.19,98.6,0.42
"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",2017-05-08,2017-05-08,99.06,98.79,99.19,98.6,0.42
"Honored to welcome Georgia Prime Minister, Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence. ",2017-05-08,2017-05-08,99.06,98.79,99.19,98.6,0.42
"'Manufacturing openings, hires rise to highest levels of the recovery'",2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
"It was an honor to welcome the Teachers of the Year to the WH last month. Today, we honor and thank all teachers! #NationalTeachersDay ",2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?",2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!,2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
Biggest story today between Clapper and Yates is on surveillance. Why doesn't the media report on this? #FakeNews!,2017-05-09,2017-05-09,99.66,99.14,99.69,99.08,0.61
"Cryin' Chuck Schumer stated recently, ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant. #draintheswamp",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI.",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
"RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY; TOPS AFGHAN, IRAQ... ",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history. For years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When caught, he cried like a baby and begged for forgiveness...and now he is judge and jury. He should be the one who is investigated for his acts.",2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
Dems have been complaining for months and months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!,2017-05-10,2017-05-10,99.67,99.48,99.72,99.36,0.01
'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity' ,2017-05-11,2017-05-11,99.62,99.66,99.89,99.49,-0.05
"Yesterday, on the same day- I had meetings with Russian Foreign Minister Sergei Lavrov and the FM of Ukraine, Pavlo Klimkin.#LetsMakePeace! ",2017-05-11,2017-05-11,99.62,99.66,99.89,99.49,-0.05
Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.,2017-05-11,2017-05-11,99.62,99.66,99.89,99.49,-0.05
'Presidential Executive Order on Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure' ,2017-05-11,2017-05-11,99.62,99.66,99.89,99.49,-0.05
The Democrats should be ashamed. This is a disgrace!#DrainTheSwamp ,2017-05-11,2017-05-11,99.62,99.66,99.89,99.49,-0.05
"Today, I welcomed the Victory Christian Center School. Good luck @ the Team America Rocketry Challenge! #TARC Watch: ",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"Today, @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by, say hello, and introduce Melania! ",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"Again, the story that there was collusion between the Russians and Trump campaign was fabricated by Dems as an excuse for losing the election.",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"As a very active President with lots of things happening, it is not possible for my surrogates to stand at podium with perfect accuracy! Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???",2017-05-12,2017-05-12,99.25,99.63,99.7,99.16,-0.37
"I was thrilled to be back @LibertyU. Congratulations to the Class of 2017! This is your day, and you've earned it. ",2017-05-13,2017-05-15,98.91,99.15,99.26,98.79,-0.34
Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! Happy #MothersDay,2017-05-14,2017-05-15,98.91,99.15,99.26,98.79,-0.34
"Today, I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeekWatch: ",2017-05-15,2017-05-15,98.91,99.15,99.26,98.79,-0.34
#PeaceOfficersMemorialDay and#PoliceWeek Proclamation: ,2017-05-16,2017-05-16,98.11,98.88,98.89,98.08,-0.81
"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining to terrorism and airline flight safety. Humanitarian reasons, plus I want Russia to greatly step up their fight against ISIS and terrorism.",2017-05-16,2017-05-16,98.11,98.88,98.89,98.08,-0.81
